Nombre de evaluación,Componente ambiental,matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aceites y grasas,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Caudal,Cerio,Cianuro libre,Cianuro Total,Cianuro Wad,Clorofila a,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fosfatos,Fósforo,Fósforo disuelto,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N) + Nitritos (NO2-N),Nitratos (NO3-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrogeno,Potencial de Neutralización Sobek,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Suspendidos Totales (SST),Sólidos Disueltos Totales (SDT),Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD_,4-4῾DDE_,4-4῾DDT_,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,Nitritos (NO2-N),"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCho1A,808123,9157799,17 Sur,WGS84,2761,"Quebrada Choloque, aproximadamente a 30 m aguas arriba de la confluencia con la quebrada s/n2",Simple,ECA agua 2015,Ninguno,22/03/2018,,0.546,0.121,,0.00209,0.00132,0.01467,0.00793,0.0186,0.0157,<0.00002,<0.00002,34.6,<0.00002,<0.00002,0.004,<0.002,<0.00001,<0.00001,7.3,7.3,<0.6,,,,,<0.001,,2.156,0.00098,0.00075,0.01034,0.00877,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.048,0.0469,,0.069,<0.015,,,,1.71,0.5716,<0.0001,<0.0001,2.276,2.276,0.10991,0.09768,<0.00003,<0.00003,,<0.00002,<0.00002,0.0012,0.0007,,,,,,,<0.000003,<0.000003,0.0044,0.0006,2.28,2.28,0,,,<0.0004,<0.0004,,,4.245,4.245,20,48,,7.958,,,<0.00002,<0.00002,,0.0038,0.0014,<0.000003,<0.000003,0.0013,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCho2,808842,9159796,17 Sur,WGS84,2453,"Quebrada Choloque, aproximadamente a 550 m aguas abajo del punto de muestreo SH-5 y a 2,5 km de la zona de operaciones de la UM Shahuindo.",Simple,ECA agua 2015,"pH, Al, As, Fe, Mn, Pb",21/03/2018,,10.2,0.057,,0.01303,0.00378,0.12551,0.00492,0.1222,0.0233,0.00107,<0.00002,4.6,0.00199,<0.00002,0.008,<0.002,0.00279,0.00143,11.4,10.88,<0.6,,,,,<0.001,,2.127,0.01872,0.00941,0.05217,0.00559,0,0.0073,<0.0001,,,,<0.00003,<0.00003,0.057,0.0454,,0.285,<0.015,,,,15.9,0.106,0.0036,0.0013,4.42,3.558,1.807,1.318,<0.00003,<0.00003,,<0.00002,<0.00002,0.018,0.0078,,,,,,,0.001434,<0.000003,0.0861,<0.0002,8.02,3.41,0,,,0.0021,<0.0004,,,3.202,3.024,852,86,,49.22,,,<0.00002,<0.00002,,0.0317,<0.0002,<0.000003,<0.000003,0.0178,<0.0001,0.3308,0.1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCho2A,808275,9158050,17 Sur,WGS84,2718,"Quebrada Choloque, aproximadamente a 290 m aguas abajo de la confluencia con la quebrada s/n2 y 520 m aguas abajo del tajo",Simple,ECA agua 2015,Ninguno,22/03/2018,,2.757,0.252,,0.00962,0.0058,0.03784,0.00695,0.0406,0.0144,<0.00002,<0.00002,<1.2,0.00062,<0.00002,<0.002,<0.002,<0.00001,<0.00001,6.15,5.53,<0.6,,,,,<0.001,,1.64,0.00372,0.00313,0.02468,0.01139,0,0.0021,<0.0001,,,,<0.00003,<0.00003,0.0405,0.032,,0.071,<0.015,,,,3.57,0.3246,<0.0001,<0.0001,1.841,1.775,0.19975,0.17424,<0.00003,<0.00003,,<0.00002,<0.00002,0.0041,0.0031,,,,,,,0.000412,<0.000003,0.0236,0.0007,3.4,1.92,0,,,<0.0004,<0.0004,,,3.379,3.122,172,41,,13,,,<0.00002,<0.00002,,0.0112,0.0016,<0.000003,<0.000003,0.0046,<0.0001,0.065,0.0272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QChu1,807332,9158325,17 Sur,WGS84,2942,"Quebrada Chupaya, aproximadamente a 300 m al noreste de la institución educativa del caserío San José",Simple,ECA agua 2015,Mn,21/03/2018,,7.233,0.132,,0.00977,0.00056,0.21531,0.00908,0.1262,0.013,<0.00002,<0.00002,3.3,0.001,<0.00002,0.003,<0.002,0.00076,<0.00001,1.59,0.75,<0.6,,,,,<0.001,,0.846,0.00215,0.00053,0.01646,0.00307,0,0.0051,<0.0001,,,,<0.00003,<0.00003,0.0189,0.0054,,0.285,<0.015,,,,11.99,0.1643,<0.0001,<0.0001,0.459,0.17,0.22504,0.05501,<0.00003,<0.00003,,0.00045,<0.00002,0.0019,<0.0002,,,,,,,0.000807,<0.000003,0.143,0.0018,4.7,2.04,0,,,<0.0004,<0.0004,,,1.483,1.483,345,16,,3.638,,,<0.00002,<0.00002,,0.032,<0.0002,<0.000003,<0.000003,0.0115,<0.0001,0.0545,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QChu1b,808266,9159667,17 Sur,WGS84,2575,Quebrada Chupaya aproximadamente a 45 m aguas arriba de la confluencia con la bocamina Qs/n1,Simple,ECA agua 2015,"Al, As, Cd, Fe, Mn, Pb",21/03/2018,,6.948,0.108,,0.00742,0.00213,0.15355,0.00386,0.1114,0.0265,<0.00002,<0.00002,66.4,0.00047,<0.00002,0.006,<0.002,0.01692,0.00338,31.65,30.04,<0.6,,,,,<0.001,,1.153,0.00483,0.00126,0.13571,0.0138,0,0.0048,<0.0001,,,,<0.00003,<0.00003,0.1499,0.1466,,0.306,<0.015,,,,11.08,0.0364,0.0035,<0.0001,2.645,2.216,0.22394,0.09028,<0.00003,<0.00003,,0.00186,0.00171,0.0074,0.0015,,,,,,,0.000581,<0.000003,0.0728,<0.0002,5.24,3.09,0,,,<0.0004,<0.0004,,,3.233,3.233,353,126,,38.08,,,<0.00002,<0.00002,,0.025,<0.0002,<0.000003,<0.000003,0.0109,<0.0001,0.1915,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QChu2,808788,9159836,17 Sur,WGS84,2409,"Quebrada Chupaya, aproximadamente a 380m aguas arriba de la confluencia con la quebrada Choloque",Simple,ECA agua 2015,"pH, Al, As, Cd, Fe, Mn, Zn",21/03/2018,,6.726,0.013,,0.00517,0.0006,0.17235,0.00186,0.0832,0.0394,0.0014,<0.00002,5.6,<0.00002,<0.00002,0.008,<0.002,0.01134,0.00691,64.77,61.59,<0.6,,,,,<0.001,,0.965,0.01718,0.01366,0.0716,0.00391,0,0.003,<0.0001,,,,<0.00003,<0.00003,0.2213,0.202,,0.199,<0.015,,,,27.06,1.959,0.0052,0.0034,7.016,6.368,1.786,1.642,<0.00003,<0.00003,,0.00133,<0.00002,0.0188,0.013,,,,,,,<0.000003,<0.000003,0.0393,<0.0002,5.72,3.98,0,,,0.0015,<0.0004,,,3.284,3.172,374,288,,191.3,,,<0.00002,<0.00002,,0.0172,<0.0002,<0.000003,<0.000003,0.0073,<0.0001,1.075,0.4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCol1,810102,9151109,17 Sur,WGS84,2728,"Quebrada La Colpa, a 10 m del puente ubicado en el caserío La Colpa",Simple,ECA agua 2015,"pH, Mn",21/03/2018,,1.499,0.015,,<0.00004,<0.00004,0.00128,<0.00003,0.0238,0.0103,<0.00002,<0.00002,53.2,<0.00002,<0.00002,0.006,<0.002,<0.00001,<0.00001,14.76,14.2,<0.6,,,,,<0.001,,<0.061,0.00156,<0.00001,0.00338,<0.00003,0,0.001,<0.0001,,,,<0.00003,<0.00003,0.0371,0.036,,0.066,<0.015,,,,2.829,0.0244,0.0031,0.0017,1.868,1.799,0.10678,0.02208,<0.00003,<0.00003,,<0.00002,<0.00002,0.0022,<0.0002,,,,,,,<0.000003,<0.000003,0.0068,<0.0002,1.25,0.56,0,,,<0.0004,<0.0004,5.4,3.1,1.742,1.742,107,56,,5.148,,,<0.00002,<0.00002,,0.0065,<0.0002,<0.000003,<0.000003,0.0023,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCol2,813890,9153410,17 Sur,WGS84,2269,"Quebrada La Colpa, aproximadamente a 250 m aguas arriba de la confluencia con la quebrada Araqueda",Simple,ECA agua 2015,Ninguno,17/03/2018,,0.177,0.01,,<0.00004,<0.00004,0.00047,<0.00003,0.0166,0.0141,<0.00002,<0.00002,73.5,<0.00002,<0.00002,0.017,0.01,<0.00001,<0.00001,21.61,21.12,<0.6,,,,,<0.001,,0.112,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0609,0.0588,,0.042,<0.015,,,,0.324,<0.0004,0.0027,0.0025,3.958,3.865,0.00916,0.00435,<0.00003,<0.00003,,<0.00002,<0.00002,0.0005,<0.0002,,,,,,,<0.000003,<0.000003,0.001,<0.0002,0.93,0.71,0,,,<0.0004,<0.0004,3.6,2.9,2.17,2.15,11,98,,15.53,,,<0.00002,<0.00002,,0.0019,0.0016,<0.000003,<0.000003,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QEGra1,806169,9159415,17 Sur,WGS84,2971,"Quebrada El Grajo, punto de captación de agua para el proyecto de ampliación de la UM Shahuindo",Simple,ECA agua 2015,Mn,19/03/2018,,1.665,0.055,,<0.00004,<0.00004,0.00749,0.00326,0.0203,0.0063,<0.00002,<0.00002,37.4,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,8.23,7.37,<0.6,,,,,<0.001,,0.162,0.00139,0.00086,0.00403,0.00131,0,0.0014,<0.0001,,,,<0.00003,<0.00003,0.031,0.026,,0.068,<0.015,,,,1.777,0.3474,0.003,0.0021,3.189,2.802,0.30346,0.23964,<0.00003,<0.00003,,<0.00002,<0.00002,0.002,0.0007,,,,,,,<0.000003,<0.000003,0.0089,0.0019,1.47,0.63,0,,,<0.0004,<0.0004,8,5.1,2.949,2.799,88,49,,7.181,,,<0.00002,<0.00002,,0.0074,<0.0002,<0.000003,<0.000003,0.0023,<0.0001,0.0153,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QEPac1,811957,9157459,17 Sur,WGS84,2287,"Quebrada El Pacae, aproximadamente a 270 m aguas abajo del punto de muestreoSH-6 de la UM Shahuindo",Simple,ECA agua 2015,"pH, Mn",19/03/2018,,1.222,0.342,,<0.00004,<0.00004,0.00444,<0.00003,0.0552,0.0525,0.00134,0.00125,5.2,<0.00002,<0.00002,0.054,0.027,0.00654,0.00619,32.47,31.54,<0.6,,,,,<0.001,,1.467,0.04109,0.04014,0.03121,0.02708,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0859,0.0826,,0.049,<0.015,,,,0.5322,0.0236,0.024,0.0235,20.02,19.86,3.847,3.771,<0.00003,<0.00003,,<0.00002,<0.00002,0.0578,0.0564,,,,,,,<0.000003,<0.000003,0.0028,<0.0002,7.94,7.44,0,,,0.0014,<0.0004,11,9.8,6.306,6.243,49,316,,179.4,,,<0.00002,<0.00002,,0.0023,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.5744,0.5695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QHig1,811255,9158301,17 Sur,WGS84,2316,"Quebrada Higuerón, aproximadamente a 1,7 km aguas abajo de la confluencia con la quebrada El Pacae",Simple,ECA agua 2015,"Al, Fe, Mn, Pb",22/03/2018,,18.64,0.097,,0.00293,0.00136,0.04051,0.01452,0.2783,0.08,0.00167,<0.00002,93.6,<0.00002,<0.00002,0.029,0.015,<0.00001,<0.00001,27.23,22.59,<0.6,,,,,<0.001,,8.002,0.01304,0.00253,0.02922,0.02922,0,0.0194,<0.0001,,,,<0.00003,<0.00003,0.1891,0.1343,,0.403,<0.015,,,,22.04,0.4804,0.0127,0.0029,6.534,4.999,0.41986,0.07565,<0.00003,<0.00003,,0.00113,0.00091,0.0178,0.0015,,,,,,,<0.000003,<0.000003,0.0664,<0.0002,15.34,8.79,0,,,0.0017,<0.0004,,,6.64,6.64,19,152,,13.42,,,0.00061,<0.00002,,0.0484,<0.0002,0.0024,0.000825,0.0381,<0.0001,0.0528,0.0528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLFil1,807415,9160812,17 Sur,WGS84,2743,"Quebrada La Fila, aproximadamente a 470 m aguas arriba de la confluencia con la quebrada Pauquilla",Simple,ECA agua 2015,Ninguno,19/03/2018,,0.468,0.073,,<0.00004,<0.00004,0.00147,0.00147,0.0109,0.0082,<0.00002,<0.00002,103.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,33.74,30.9,<0.6,,,,,<0.001,,0.544,<0.00001,<0.00001,0.00102,0.00102,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.056,0.0523,,0.044,<0.015,,,,0.5332,0.0594,<0.0001,<0.0001,2.074,1.918,0.00852,0.00502,<0.00003,<0.00003,,0.00039,0.00039,0.0007,<0.0002,,,,,,,<0.000003,<0.000003,0.0011,<0.0002,1.37,0.98,0,,,0.0011,<0.0004,5.1,3.8,1.114,1.078,14,112,,5.411,,,<0.00002,<0.00002,,0.0034,0.0016,<0.000003,<0.000003,0.001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLMer1,810525,9156658,17 Sur,WGS84,2441,"Quebrada Los Merinos, aproximadamente a 700 m aguas abajo del punto de muestreo SH-3 de la UM Shahuindo",Simple,ECA agua 2015,"pH, Co, Mn",19/03/2018,,4.53,3.964,,<0.00004,<0.00004,0.00421,<0.00003,0.0355,0.032,0.0028,0.0028,<1.2,<0.00002,<0.00002,0.049,0.021,0.00914,0.00912,31.82,30.91,<0.6,,,,,<0.001,,1.459,0.06806,0.06708,0.10277,0.10053,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0624,0.0619,,0.045,<0.015,,,,1.533,0.8441,0.0296,0.0286,23.7,23.28,5.344,5.259,<0.00003,<0.00003,,<0.00002,<0.00002,0.0774,0.0762,,,,,,,<0.000003,<0.000003,0.0043,0.0016,7.69,7.15,0,,,0.0028,<0.0004,12.5,11.2,5.456,5.399,57,376,,247.3,,,<0.00002,<0.00002,,0.003,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.9976,0.9976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLMer1A,809487,9156325,17 Sur,WGS84,2538,"Quebrada Los Merinos, aguas arriba de la confluencia de la laguna Tapada con la quebrada Los Merinos",Simple,ECA agua 2015,"pH, Al, Cd, Co, Cu, Mn",19/03/2018,,6.591,6.097,,<0.00004,<0.00004,0.00293,0.00042,0.0272,0.0256,0.00507,0.00457,<1.2,<0.00002,<0.00002,0.011,<0.002,0.01679,0.01616,26.07,24.67,<0.6,,,,,<0.001,,1.519,0.09451,0.08994,0.23908,0.22479,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0377,0.0344,,0.058,<0.015,,,,2.471,2.059,0.0275,0.0267,22.46,21.49,4.965,4.751,<0.00003,<0.00003,,<0.00002,<0.00002,0.1133,0.107,,,,,,,<0.000003,<0.000003,0.0052,0.0035,7.1,6.49,0,,,<0.0004,<0.0004,12.5,11,2.613,2.454,48,376,,219.3,,,0.00036,0.0003,,0.002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,1.182,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLMer1B,810490,9156574,17 Sur,WGS84,2413,"Quebrada Los Merinos, aproximadamente a 50 m aguas arriba de la confluencia con la descarga del manantial FNat8",Simple,ECA agua 2015,"pH, Cd, Co, Mn",19/03/2018,,4.798,4.57,,<0.00004,<0.00004,0.00202,<0.00003,0.028,0.0273,0.00333,0.00311,<1.2,<0.00002,<0.00002,0.047,0.02,0.01008,0.00985,33.7,33.01,<0.6,,,,,<0.001,,1.548,0.07437,0.07354,0.11402,0.11275,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0621,0.0621,,0.038,<0.015,,,,1.624,1.273,0.0306,0.0306,25.46,25.12,5.844,5.694,<0.00003,<0.00003,,<0.00002,<0.00002,0.0849,0.0816,,,,,,,<0.000003,<0.000003,0.0032,0.0022,7.66,7.35,0,,,<0.0004,<0.0004,12.7,11.6,5.176,5.103,13,426,,232.6,,,<0.00002,<0.00002,,0.0016,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,1.101,1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLMer2,811448,9157384,17 Sur,WGS84,2315,"Quebrada Los Merinos, aproximadamente a 30 m aguas arriba de la confluencia con la quebrada El Sauce (QSau1)",Simple,ECA agua 2015,"pH, Co, Mn",19/03/2018,,2.174,1.789,,<0.00004,<0.00004,0.0047,<0.00003,0.055,0.0526,0.00223,0.00223,<1.2,<0.00002,<0.00002,0.056,0.026,0.00795,0.00791,35.45,34.42,<0.6,,,,,<0.001,,1.006,0.05697,0.05619,0.05889,0.05693,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0855,0.0825,,0.048,<0.015,,,,0.7228,0.055,0.028,0.0277,23.51,23.36,5.055,5.001,<0.00003,<0.00003,,<0.00002,<0.00002,0.0731,0.0709,,,,,,,<0.000003,<0.000003,0.0032,0.0004,8.63,8.09,0,,,<0.0004,<0.0004,11.9,10.7,6.691,6.691,43,356,,157.2,,,<0.00002,<0.00002,,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.788,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLVie1,807007,9157378,17 Sur,WGS84,3011,"Quebrada La Vieja, aproximadamente a 1 km aguas arriba de la confluencia con la quebrada sin nombre (Qs/n2)",Simple,ECA agua 2015,"pH, Al, As, Fe, Pb",21/03/2018,,14.03,0.074,,0.10402,0.07673,0.38602,0.05985,0.0801,0.0047,<0.00002,<0.00002,<1.2,0.01747,<0.00002,<0.002,<0.002,0.00467,0.00089,2.74,1.88,<0.6,,,,,<0.001,,0.33,0.0077,0.00316,0.1748,0.00606,0,0.015,<0.0001,,,,0.00127,<0.00003,0.0205,0.0056,,0.405,<0.015,,,,17.35,2.198,<0.0001,<0.0001,0.502,0.312,0.16839,0.09634,0.0007,<0.00003,,0.00165,<0.00002,0.0099,0.0028,,,,,,,0.010368,<0.000003,0.2797,0.0017,3.09,0.58,0,,,0.0022,<0.0004,,,2.152,2.152,1419,41,,17.18,,,<0.00002,<0.00002,,0.0615,<0.0002,0.000812,<0.000003,0.0387,<0.0001,0.441,0.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMoy1,808282,9155052,17 Sur,WGS84,2882,"Quebrada Moyán, aproximadamente a 500 m al noroeste de la garita de la unidad minera Shahuindo",Simple,ECA agua 2015,Mn,18/03/2018,,0.753,0.007,,<0.00004,<0.00004,0.00191,0.00071,0.0221,0.0148,<0.00002,<0.00002,74.3,<0.00002,<0.00002,0.013,<0.002,<0.00001,<0.00001,14.09,13.77,<0.6,,,,,<0.001,,0.802,<0.00001,<0.00001,0.0038,0.00142,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0932,0.089,,0.066,<0.015,,,,0.959,0.04,0.0038,0.0028,3.951,3.84,0.04857,0.03027,<0.00003,<0.00003,,<0.00002,<0.00002,0.0013,<0.0002,,,,,,,<0.000003,<0.000003,0.0011,<0.0002,2.16,1.74,0,,,<0.0004,<0.0004,7,5.7,8.114,8.114,14,86,,5.675,,,<0.00002,<0.00002,,0.0049,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMoy2,812951,9155989,17 Sur,WGS84,2288,"Quebrada Moyán, aproximadamente a 3,3 km aguas arriba del punto de muestreo QMoy1",Simple,ECA agua 2015,Ninguno,18/03/2018,,<0.002,<0.002,,<0.00004,<0.00004,<0.00003,<0.00003,0.047,0.047,<0.00002,<0.00002,157.1,<0.00002,<0.00002,0.031,0.024,<0.00001,<0.00001,95.29,94.3,13.7,,,,,<0.001,,1.005,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.2977,0.2949,,<0.015,<0.015,,,,<0.0004,<0.0004,0.0142,0.0142,46.67,45.4,0.00827,0.00804,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,,,,,,<0.000003,<0.000003,<0.0002,<0.0002,3.97,3.97,0,,,<0.0004,<0.0004,3.9,3.9,15.63,15.2,<2,588,,290.3,,,<0.00002,<0.00002,,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QRMach1,808358,9156159,17 Sur,WGS84,2832,"Quebrada Sin nombre 3, afluente de la quebrada Los Merinos",Simple,ECA agua 2015,"pH, Al, Co, Cu, Mn",22/03/2018,,6.993,6.724,,<0.00004,<0.00004,0.00184,0.00142,0.032,0.0318,0.00158,0.00125,<1.2,<0.00002,<0.00002,0.003,<0.002,0.00437,0.00417,18.05,17.73,<0.6,,,,,<0.001,,1.163,0.06818,0.06532,0.22443,0.22307,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0377,0.0377,,<0.015,<0.015,,,,2.906,2.674,0.0126,0.0103,8.643,8.524,1.373,1.323,<0.00003,<0.00003,,<0.00002,<0.00002,0.0821,0.0792,,,,,,,<0.000003,<0.000003,<0.0002,<0.0002,6.77,6.56,0,,,<0.0004,<0.0004,,,1.833,1.833,7,268,,153.6,,,<0.00002,<0.00002,,0.0019,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.5833,0.5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,Qs/n2,807918,9157822,17 Sur,WGS84,2794,"Quebrada s/n2, aproximadamente a 250 m aguas arriba de la confluencia con la quebrada Choloque",Simple,ECA agua 2015,"pH, Al, As, Fe, Mn, Pb",21/03/2018,,9.553,0.062,,0.05161,0.01897,0.23262,0.0182,0.0966,0.02,<0.00002,<0.00002,3.8,0.00748,<0.00002,<0.002,<0.002,0.00168,0.00081,4.1,4.1,<0.6,,,,,<0.001,,0.74,0.00567,0.00333,0.07471,0.00576,0,0.0081,<0.0001,,,,0.00074,<0.00003,0.0251,0.0195,,0.245,<0.015,,,,13.55,0.3728,<0.0001,<0.0001,0.694,0.58,0.29735,0.19704,<0.00003,<0.00003,,0.0007,<0.00002,0.0057,0.0025,,,,,,,0.00453,<0.000003,0.1737,0.0007,3.96,1.96,0,,,<0.0004,<0.0004,,,2.452,2.452,499,35,,17.13,,,<0.00002,<0.00002,,0.047,<0.0002,<0.000003,<0.000003,0.0204,<0.0001,0.199,0.1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahuindo,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSau1,811434,9157436,17 Sur,WGS84,2325,"Quebrada Sauce, aproximadamente a 70 m aguas arriba de la confluencia con la quebrada El Pacae",Simple,ECA agua 2015,Ninguno,19/03/2018,,0.132,<0.002,,<0.00004,<0.00004,0.00167,0.00118,0.0822,0.0797,<0.00002,<0.00002,59.6,<0.00002,<0.00002,0.007,0.006,<0.00001,<0.00001,12.25,12.25,<0.6,,,,,<0.001,,1.51,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0603,0.06,,<0.015,<0.015,,,,0.2607,0.0195,0.0091,0.009,4.738,4.738,0.00424,0.00424,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,,,,,,<0.000003,<0.000003,<0.0002,<0.0002,4.05,4.05,0,,,<0.0004,<0.0004,5,4.7,3.888,3.888,<2,80,,11.4,,,<0.00002,<0.00002,,0.0049,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.0001,<0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
